1 2
2 3
3 4
4 5
5 6
6 7
7 8
8 9
9 10
10 11
11 12
12 13
13 14
15 16
16 17
17 7
18 9
19 20
20 6
21 10
22 23
23 24
24 25
25 11
26 27
27 11
28 9
29 12
30 11
31 3
