1 2
2 3
3 4
4 5
4 14
4 27
5 6
6 7
7 8
8 9
9 10
10 11
11 12
12 13
14 15
15 16
16 17
17 18
18 19
19 20
20 21
21 22
22 23
23 24
24 25
25 26
27 28
28 29
28 33
28 40
29 30
30 31
31 32
32 1
33 34
34 35
35 36
36 37
37 38
38 39
39 12
40 41
41 42
42 43
43 44
44 45
45 46
46 47
47 48
48 49
49 50
50 51
51 26
52 53
53 54
54 8
55 56
56 8
57 58
58 8
59 12
60 47
61 48
62 24
63 40
64 16
65 43
66 67
67 37
