-191.418 38.9 246.751
-186.865 39.4864 168.981
-157.994 22.953 115.94
-149.876 7.75475 88.4732
-124.79 9.58586 21.0273
-98.6053 17.246 -27.6803
-84.7499 12.9124 -85.9096
-101.864 -15 -146.959
-211.402 40.3714 100.375
-232.032 34.3211 25.7271
-238.075 46.9253 -20.2338
-248.939 47.795 -91.2198
-248.817 46.2691 -144.81
-237.037 27.5002 -198.645
-223.365 23.838 -267.067
-237.648 -23.1758 -309.854
-233.07 -65.2226 -342.326
-238.081 -120 -355.443
-168.065 47.5967 227.577
-114.109 24.7307 196.692
-56.5508 7.13675 168.859
-10.7852 -29.0292 177.844
-160.192 40.5316 258.278
-108.127 28.6828 253.212
-56.0625 25.2342 227.76
5.64592 21.0761 228.614
55.8184 22.4342 229.896
104.831 28.9804 213.66
153.905 19.0847 199.316
183.935 8.91446 191.565
178.368 -59.5782 175.048
-128.574 44.7813 215.613
-79.8059 37.4416 205.786
-10.8951 28.4539 182.714
53.1327 6.03809 172.033
108.737 -34.582 152.745
132.847 -85.4717 157.567
145.97 -151.299 176.049
20.1117 15.3386 159.642
55.9404 7.22068 136.021
93.7834 8.40327 104.16
153.417 11.5772 91.9523
170.202 -47.0107 52.5224
188.989 -106.961 26.8624
-61.6779 -38.5952 -127.964
-48.1399 -97.9461 -142.405
-84.2616 9.91394 194.433
-48.677 -38.1985 166.051
-37.6293 -96.8856 174.291
-9.5645 -130.064 163.964
-68.3309 48.146 178.625
5.768 49.1379 151.097
61.5558 16.0634 105.258
121.799 1.36113 75.6554
139.073 -58.6154 61.2506
125.95 -108.408 44.1359
-131.077 33.1385 164.647
-73.7022 49.031 119.053
-29.9997 43.82 47.3342
-9.24711 48.8861 9.91852
21.8207 40.6842 -34.2112
70.8945 17.925 -69.3075
88.7173 14.8427 -94.0275
131.199 11.333 -148.106
176.379 -2.4659 -189.416
-13.5197 38.464 129.002
41.2305 43.1181 73.6412
104.526 46.4446 33.5398
138.096 22.0374 -13.6418
168.188 15.2699 -60.3961
188.208 -50.032 -75.6554
195.972 -98.056 -91.9034
140.464 -61.5925 87.6919
151.207 -132.139 97.4578
9.00296 26.8136 -8.81985
26.2764 14.1865 -56.0625
68.0258 1.4069 -112.461
95.8953 -19.4281 -150.816
-101.596 18.5354 129.612
-61.9221 7.00705 109.287
-62.0441 -58.5696 84.0175
-62.569 -97.8057 41.8775
-91.2198 31.5897 158.971
-43.9772 42.0042 101.779
8.81985 46.0173 67.7816
58.3819 5.47349 19.1351
101.474 2.49031 -22.3701
116.245 -46.2325 -57.0391
114.121 -78.0663 -86.6298
-101.901 48.558 97.8729
-84.2006 46.5361 32.6243
-49.2874 34.5195 -13.6418
-22.248 37.7163 -59.7247
7.59911 47.2686 -93.6003
20.8441 27.279 -133.824
33.9061 -15.2898 -180.956
-154.393 17.9632 204.81
-131.077 -35.2 181.494
-137.852 -102.783 172.643
-140.782 -150.713 119.456
158.788 -57.0971 -46.3576
184.375 -112.992 -49.1775
-113.889 -12.8117 153.551
-13.3976 38.052 87.8018
27.4972 34.8476 24.0181
50.9354 28.0648 -14.9236
105.014 5.70238 -63.6921
140.782 -48.88 -75.5333
166.735 -101.608 -110.056
25.9102 0.529496 -109.592
44.0382 -43.44 -131.87
58.3819 -101.86 -160.985
95.4802 -140.519 -157.042
-116.55 4.54268 229.957
-99.2767 -43.6232 191.992
-56.4165 -72.1397 181.835
-122.227 10.387 51.1185
-97.5799 -7.82495 -13.8127
-181.188 5.54979 224.586
-206.275 -56.2578 208.411
-182.104 -118.592 197.913
-148.656 -164.934 162.548
-98.2391 -199.945 144.603
-124.363 -46.2935 -45.5641
-131.919 -99.9603 -23.0537
76.2658 15.0868 43.2447
127.891 -29.9631 28.1808
-195.654 28.9346 30.9763
-197.058 17.9937 -40.7422
-188.513 6.34327 -113.254
-168.175 -54.5427 -118.516
-154.698 14.3696 169.774
-127.964 13.7974 108.127
-134.8 -56.5249 92.3185
-127.476 -93.7468 49.2019
-84.1395 16.1092 1.3123
-81.0266 6.39668 -50.6912
-53.7431 -36.7183 -91.1588
-18.5247 -89.6817 -93.9909
-161.473 26.0811 56.7339
-137.059 19.9622 -11.5665
-121.067 37.2967 -66.6219
-97.4456 29.8196 -139.683
-90.9024 -40.5774 -157.518
-102.512 18.5202 77.2423
-51.1185 11.333 22.9194
-22.5532 18.3294 -18.1585
-5.81683 -45.3932 -26.7159
114.109 -41.4716 108.921
118.857 -102.805 131.993
-149.327 24.807 -53.3158
-161.449 -28.7423 -91.11
151.952 8.14386 -108.31
136.631 -50.2838 -138.707
156.896 -106.812 -155.614
164.782 -150.731 -160.387
-98.7274 49.9161 184.912
-61.1896 38.1893 150.853
-26.7037 7.23594 111.057
-13.947 -46.5377 100.925
22.6142 -96.8856 64.3025
53.9628 -147.899 55.5132
-42.7564 -102.539 42.5123
-49.9954 -171.111 51.1429
-148.9 -27.1813 100.253
-154.21 -79.9783 53.3158
-150.352 -133.903 8.70998
-68.4286 -34.3028 149.974
-32.5022 18.1921 204.443
21.0883 16.2542 199.561
48.0667 -52.0768 198.401
55.0859 -91.2473 191.382
70.3574 -154.991 161.071
13.3976 18.0548 81.0266
24.4453 1.96387 22.3701
37.6904 -44.1115 -20.4779
45.6862 -111.916 -39.9487
64.6321 -151.482 -65.9383
35.3645 46.0193 310.083
20.4779 49.0921 241.615
2.472 45.5672 204.138
-47.3952 24.4942 -48.0667
-10.8341 48.4817 243.08
-35.7372 48.1994 180.578
-100.986 46.3454 4.73037
-152.013 44.1252 -139.927
-168.371 46.498 -204.382
-184.545 15.1784 -275.979
-186.438 -57.0437 -289.834
-211.768 -93.8261 -320.597
39.0942 39.288 279.458
93.3561 37.7621 274.697
148.35 38.5632 221.839
118.442 11.5238 249.001
129.002 -37.878 193.945
154.759 -88.5617 190.649
63.3869 49.7406 257.546
74.7398 49.8779 229.774
120.518 49.6796 174.047
138.707 26.3863 130.345
-51.2406 16.8264 -105.625
-18.7689 -59.5157 171.667
49.0432 37.9376 203.955
70.2841 45.2086 168.92
69.8569 37.5713 133.946
94.0886 48.6801 66.1336
113.912 45.784 -39.8546
164.098 1.29246 -151.341
38.789 47.5509 144.627
47.5173 48.413 104.587
56.5508 41.7905 45.2589
-23.5908 11.2491 143.59
70.2841 34.199 82.7967
31.2204 43.675 174.108
18.0975 45.529 97.1404
42.085 0.933866 -172.033
6.80563 44.2091 273.598
128.758 -43.3714 -105.625
122.654 -97.1831 -111.423
-30.9763 -19.8798 198.523
